BATCH,CONTEXT LENGTH,CURSOR POSITION,COMPLETION LENGTH,WITH HISTORY,BEFORE CURSOR,AFTER CURSOR,GENERATED TEXT,HIDDEN MASKET TEXT
11,long,sentence_end,medium,False,"... are going to see that with the review and the investigation.
""The fact that they have happened does not mean any wrongdoing.
""We need to bear that in mind - so speculation is unhelpful at this point.","Asked about whether he believed there were missed opportunities, he replied: ""What I do know is all the agencies involved take child protection exceedingly seriously, in this case and in every other c...","""There may well come a time when it becomes more public knowledge and people can ask questions, but","""
Emergency services found the bodies at a property in Prince Alfred Avenue on 9 January"
11,long,sentence_end,long,True,"... are going to see that with the review and the investigation.
""The fact that they have happened does not mean any wrongdoing.
""We need to bear that in mind - so speculation is unhelpful at this point.","Asked about whether he believed there were missed opportunities, he replied: ""What I do know is all the agencies involved take child protection exceedingly seriously, in this case and in every other c...","""Let's let the facts emerge and let's give the families concerned the space they deserve."" The coroner's court has opened an inquest into the deaths.

BBC Radio Humberside presenter Mark Simpson has","""
Emergency services found the bodies at a property in Prince Alfred Avenue on 9 January"
11,long,sentence_end,long,False,"... are going to see that with the review and the investigation.
""The fact that they have happened does not mean any wrongdoing.
""We need to bear that in mind - so speculation is unhelpful at this point.","Asked about whether he believed there were missed opportunities, he replied: ""What I do know is all the agencies involved take child protection exceedingly seriously, in this case and in every other c...","""But it is important that people get the facts when they become available.""","""
Emergency services found the bodies at a property in Prince Alfred Avenue on 9 January"
12,no,sentence_middle,short,True,"But speaking to Stern magazine, he acknowledged a failed attempt",,to get closer to Put,"would cause ""massive"" damage.
Reports of a secret meeting where mass deportations were discussed have been compared to Nazi plans for the Holocaust"
12,no,sentence_middle,short,False,"But speaking to Stern magazine, he acknowledged a failed attempt",,at an affair with the,"would cause ""massive"" damage.
Reports of a secret meeting where mass deportations were discussed have been compared to Nazi plans for the Holocaust"
12,no,sentence_middle,medium,True,"But speaking to Stern magazine, he acknowledged a failed attempt",,to get closer to Putin.,"would cause ""massive"" damage.
Reports of a secret meeting where mass deportations were discussed have been compared to Nazi plans for the Holocaust"
12,no,sentence_middle,medium,False,"But speaking to Stern magazine, he acknowledged a failed attempt",,at rekindling their romance.,"would cause ""massive"" damage.
Reports of a secret meeting where mass deportations were discussed have been compared to Nazi plans for the Holocaust"
12,no,sentence_middle,long,True,"But speaking to Stern magazine, he acknowledged a failed attempt",,"to make amends with the singer. “There’s nothing I can say,” he admitted. “She wanted nothing to do with me.”

In the interview, published Thursday, Hutchence discussed how he reached out to Cornell","would cause ""massive"" damage.
Reports of a secret meeting where mass deportations were discussed have been compared to Nazi plans for the Holocaust"
12,no,sentence_middle,long,False,"But speaking to Stern magazine, he acknowledged a failed attempt",,"at an affair with the actress. ""I had sex with her once,"" he said. ""It was nothing special.""

The German actor also spoke about his relationship with Madonna and how they met in New York City during the filming of","would cause ""massive"" damage.
Reports of a secret meeting where mass deportations were discussed have been compared to Nazi plans for the Holocaust"
12,no,sentence_end,short,True,"But speaking to Stern magazine, he acknowledged a failed attempt would cause ""massive"" damage.",,He said:,Reports of a secret meeting where mass deportations were discussed have been compared to Nazi plans for the Holocaust
12,no,sentence_end,short,False,"But speaking to Stern magazine, he acknowledged a failed attempt would cause ""massive"" damage.",,He said:,Reports of a secret meeting where mass deportations were discussed have been compared to Nazi plans for the Holocaust
12,no,sentence_end,medium,True,"But speaking to Stern magazine, he acknowledged a failed attempt would cause ""massive"" damage.",,"""If we fail, it will mean massive destruction,"" he said.",Reports of a secret meeting where mass deportations were discussed have been compared to Nazi plans for the Holocaust
12,no,sentence_end,medium,False,"But speaking to Stern magazine, he acknowledged a failed attempt would cause ""massive"" damage.",,"He said: ""If we fail in our mission, it will be catastrophic",Reports of a secret meeting where mass deportations were discussed have been compared to Nazi plans for the Holocaust
12,no,sentence_end,long,True,"But speaking to Stern magazine, he acknowledged a failed attempt would cause ""massive"" damage.",,"He said: ""If something goes wrong, it would mean massive consequences – economically, politically and socially. But we cannot afford to wait forever. If we wait too long, it will become even harder to achieve a peaceful solution",Reports of a secret meeting where mass deportations were discussed have been compared to Nazi plans for the Holocaust
12,no,sentence_end,long,False,"But speaking to Stern magazine, he acknowledged a failed attempt would cause ""massive"" damage.",,"He said: ""If we fail in our mission, it will be catastrophic for the world economy and for Europe.""

The eurozone is facing its worst crisis since its creation in 1999 as Greece",Reports of a secret meeting where mass deportations were discussed have been compared to Nazi plans for the Holocaust
12,short,sentence_middle,short,True,"""It is scandalous when left-wing activists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now no","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.",longer claimed the document was,"tably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,short,sentence_middle,short,False,"""It is scandalous when left-wing activists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now no","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.",longer been an MEP,"tably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,short,sentence_middle,medium,True,"""It is scandalous when left-wing activists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now no","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.","longer claimed the document was genuine, instead describing it as a ""provocation"".","tably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,short,sentence_middle,medium,False,"""It is scandalous when left-wing activists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now no","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.","longer been an MdB since the election last year, having lost her seat after the AfD","tably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,short,sentence_middle,long,True,"""It is scandalous when left-wing activists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now no","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.","longer claimed the document was genuine.

She said she had received it via encrypted messaging service Signal and initially believed it was authentic because it contained references to a specific location in Berlin.

But after checking with colleagues, she realised","tably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,short,sentence_middle,long,False,"""It is scandalous when left-wing activists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now no","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.","longer been an MEP since the European elections in May 2019, and her AfD party lost its parliamentary grouping in Brussels after she was expelled from it over her opposition to Chancellor Angela Merkel'","tably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,short,sentence_end,short,True,"...tivists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.",He resigned earlier,"Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,short,sentence_end,short,False,"...tivists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.",The document also,"Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,short,sentence_end,medium,True,"...tivists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.","Mr Hartwig, who is openly gay, has accused Ms Weidel of homophob","Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,short,sentence_end,medium,False,"...tivists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.","The document, which was leaked to the German newspaper Die Welt and published online Monday,","Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,short,sentence_end,long,True,"...tivists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.","Mr Hartwig, who was the AfD's spokesperson for security issues, resigned earlier this month after reports emerged of the meeting.

He claimed he had only joined the gathering briefly and left immediately upon learning that journalists were present","Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,short,sentence_end,long,False,"...tivists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.","The document, which was leaked to the German newspaper Die Welt and published online, also allegedly contained plans to create an ""elite guard"" made up of 50,000 volunteers, as well as proposals for a","Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,medium,sentence_middle,short,True,"...But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the U","Mr Sellner has promoted the idea of ""remigration"" before, mainly for migrants he considers a ""burden"", but in comments posted on YouTube he said it was mentioned only in passing at Potsdam and then it...",.,"K, is alleged to have presented the mass deportation ""masterplan"".
It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people."
12,medium,sentence_middle,short,False,"...But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the U","Mr Sellner has promoted the idea of ""remigration"" before, mainly for migrants he considers a ""burden"", but in comments posted on YouTube he said it was mentioned only in passing at Potsdam and then it...",.,"K, is alleged to have presented the mass deportation ""masterplan"".
It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people."
12,medium,sentence_middle,medium,True,"...But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the U","Mr Sellner has promoted the idea of ""remigration"" before, mainly for migrants he considers a ""burden"", but in comments posted on YouTube he said it was mentioned only in passing at Potsdam and then it...",.,"K, is alleged to have presented the mass deportation ""masterplan"".
It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people."
12,medium,sentence_middle,medium,False,"...But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the U","Mr Sellner has promoted the idea of ""remigration"" before, mainly for migrants he considers a ""burden"", but in comments posted on YouTube he said it was mentioned only in passing at Potsdam and then it...",.,"K, is alleged to have presented the mass deportation ""masterplan"".
It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people."
12,medium,sentence_middle,long,True,"...But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the U","Mr Sellner has promoted the idea of ""remigration"" before, mainly for migrants he considers a ""burden"", but in comments posted on YouTube he said it was mentioned only in passing at Potsdam and then it...",".K., spoke at the event alongside Ms Weidel. The German interior ministry said it was aware of the gathering and was considering whether to launch an investigation. The German Green Party co-leader, Oskar Lafontaine, described the","K, is alleged to have presented the mass deportation ""masterplan"".
It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people."
12,medium,sentence_middle,long,False,"...But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the U","Mr Sellner has promoted the idea of ""remigration"" before, mainly for migrants he considers a ""burden"", but in comments posted on YouTube he said it was mentioned only in passing at Potsdam and then it...",".K., attended the event along with other European nationalists. The German government has not commented publicly on the matter.

The German newspaper Bild reported that the attendees included Austrian right-wing activist Martin Sellner, who","K, is alleged to have presented the mass deportation ""masterplan"".
It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people."
12,medium,sentence_end,short,True,"...land Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan"".","Mr Sellner has promoted the idea of ""remigration"" before, mainly for migrants he considers a ""burden"", but in comments posted on YouTube he said it was mentioned only in passing at Potsdam and then it...",The German interior ministry said,"It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people."
12,medium,sentence_end,short,False,"...land Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan"".","Mr Sellner has promoted the idea of ""remigration"" before, mainly for migrants he considers a ""burden"", but in comments posted on YouTube he said it was mentioned only in passing at Potsdam and then it...","He denied this claim,","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people."
12,medium,sentence_end,medium,True,"...land Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan"".","Mr Sellner has promoted the idea of ""remigration"" before, mainly for migrants he considers a ""burden"", but in comments posted on YouTube he said it was mentioned only in passing at Potsdam and then it...","The German interior ministry has since confirmed that Mr Sellner took part in the event, although it","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people."
12,medium,sentence_end,medium,False,"...land Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan"".","Mr Sellner has promoted the idea of ""remigration"" before, mainly for migrants he considers a ""burden"", but in comments posted on YouTube he said it was mentioned only in passing at Potsdam and then it...","He denied this, saying: ""I did not present such a plan, I just spoke about my","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people."
12,medium,sentence_end,long,True,"...land Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan"".","Mr Sellner has promoted the idea of ""remigration"" before, mainly for migrants he considers a ""burden"", but in comments posted on YouTube he said it was mentioned only in passing at Potsdam and then it...","The German interior ministry said it was aware of the report but declined to comment further. The AfD has long faced accusations of racism and xenophobia, but its support has surged since Chancellor Olaf Scholz took","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people."
12,medium,sentence_end,long,False,"...land Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan"".","Mr Sellner has promoted the idea of ""remigration"" before, mainly for migrants he considers a ""burden"", but in comments posted on YouTube he said it was mentioned only in passing at Potsdam and then it...","The German government has distanced itself from the event, saying it did not know about its content or participants.

The German interior ministry confirmed that no official invitation had been issued to the conference, which took place last weekend near Berlin. It also","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people."
12,long,sentence_middle,short,True,"... debate.
""It is scandalous when left-wing activists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.
Mr Sellner has promoted the idea of ""remigration"" before, main...","Moll,","Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,long,sentence_middle,short,False,"... debate.
""It is scandalous when left-wing activists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.
Mr Sellner has promoted the idea of ""remigration"" before, main...","Moll,","Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,long,sentence_middle,medium,True,"... debate.
""It is scandalous when left-wing activists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.
Mr Sellner has promoted the idea of ""remigration"" before, main...","Moll, who was identified as having attended the gathering.","Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,long,sentence_middle,medium,False,"... debate.
""It is scandalous when left-wing activists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.
Mr Sellner has promoted the idea of ""remigration"" before, main...","Moll, who admitted attending the gathering.","Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,long,sentence_middle,long,True,"... debate.
""It is scandalous when left-wing activists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.
Mr Sellner has promoted the idea of ""remigration"" before, main...","Moll, who admitted attending the event. He resigned earlier this week after initially defending himself by claiming he hadn't realised the significance of the gathering. Another prominent figure, Andre Wendt, has also stepped down amid the fallout. Meanwhile,","Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,long,sentence_middle,long,False,"... debate.
""It is scandalous when left-wing activists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.
Mr Sellner has promoted the idea of ""remigration"" before, main...","Moll, who admitted attending the gathering. He resigned his position as head of the AfD's youth wing last month after initially refusing to confirm his presence. Other attendees include Björn Höcke, a leading figure in","Hartwig, who was among those in attendance.
Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,long,sentence_end,short,True,"...tivists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.
Mr Sellner has promoted the idea of ""remigration"" before, main...",He resigned earlier this week,"Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,long,sentence_end,short,False,"...tivists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.
Mr Sellner has promoted the idea of ""remigration"" before, main...",He resigned after the report,"Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,long,sentence_end,medium,True,"...tivists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.
Mr Sellner has promoted the idea of ""remigration"" before, main...",He resigned earlier this week after admitting attending the event.,"Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,long,sentence_end,medium,False,"...tivists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.
Mr Sellner has promoted the idea of ""remigration"" before, main...","He resigned after admitting attending the event, saying he regretted doing so.","Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,long,sentence_end,long,True,"...tivists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.
Mr Sellner has promoted the idea of ""remigration"" before, main...","He resigned after admitting attending the event, telling the Welt newspaper he regretted doing so because it had distracted attention away from important debates about migration. Another attendee, Markus Frohnmaier, quit the party altogether, calling","Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
12,long,sentence_end,long,False,"...tivists using Stasi methods attack a private meeting to spy on respectable citizens.""
But Ms Weidel has now notably parted ways with her senior aide, Roland Hartwig, who was among those in attendance.","It reportedly included details of moving people to a ""model state"" in North Africa that could provide space for up to two million people.
Mr Sellner has promoted the idea of ""remigration"" before, main...","He resigned after admitting attending the event, saying he regretted his decision. Another attendee, Björn Höcke, is a prominent figure within the AfD and known for his extreme views. He has previously spoken of the need","Austrian far-right activist Martin Sellner, who has previously been barred from the UK, is alleged to have presented the mass deportation ""masterplan""."
13,no,sentence_middle,short,True,"""What we have seen is a breakdown in civil order,"" adds Mr Lazzarini. ""Virtually",,every day there are violent,"all infrastructure including water and electricity have been badly damaged, so basic public services in Gaza are not available any more.""
Cogat officials have disputed the scale of Gaza's humanitarian crisis and they told me Israel does not target civilians or public infrastructure, unless it is suspected of being used by armed Palestinian groups."
13,no,sentence_middle,short,False,"""What we have seen is a breakdown in civil order,"" adds Mr Lazzarini. ""Virtually",,"every day,","all infrastructure including water and electricity have been badly damaged, so basic public services in Gaza are not available any more.""
Cogat officials have disputed the scale of Gaza's humanitarian crisis and they told me Israel does not target civilians or public infrastructure, unless it is suspected of being used by armed Palestinian groups."
13,no,sentence_middle,medium,True,"""What we have seen is a breakdown in civil order,"" adds Mr Lazzarini. ""Virtually",,"every day there are violent incidents involving gangs of youths attacking shops, restaurants, cars and bus","all infrastructure including water and electricity have been badly damaged, so basic public services in Gaza are not available any more.""
Cogat officials have disputed the scale of Gaza's humanitarian crisis and they told me Israel does not target civilians or public infrastructure, unless it is suspected of being used by armed Palestinian groups."
13,no,sentence_middle,medium,False,"""What we have seen is a breakdown in civil order,"" adds Mr Lazzarini. ""Virtually",,"every day, there are violent clashes between the police and protesters.""

The protests","all infrastructure including water and electricity have been badly damaged, so basic public services in Gaza are not available any more.""
Cogat officials have disputed the scale of Gaza's humanitarian crisis and they told me Israel does not target civilians or public infrastructure, unless it is suspected of being used by armed Palestinian groups."
13,no,sentence_middle,long,True,"""What we have seen is a breakdown in civil order,"" adds Mr Lazzarini. ""Virtually",,"every day there are protests, riots, looting, shootings, kidnappings – all kinds of violence. And the security forces seem unable to cope. ""The situation is particularly acute in the poorer neighbourhoods of the capital,","all infrastructure including water and electricity have been badly damaged, so basic public services in Gaza are not available any more.""
Cogat officials have disputed the scale of Gaza's humanitarian crisis and they told me Israel does not target civilians or public infrastructure, unless it is suspected of being used by armed Palestinian groups."
13,no,sentence_middle,long,False,"""What we have seen is a breakdown in civil order,"" adds Mr Lazzarini. ""Virtually",,"every day there are violent clashes between the police and protesters, with teargas being used extensively.""

The protests began on July 13th when George Floyd was killed by Minneapolis police officers during an arrest for","all infrastructure including water and electricity have been badly damaged, so basic public services in Gaza are not available any more.""
Cogat officials have disputed the scale of Gaza's humanitarian crisis and they told me Israel does not target civilians or public infrastructure, unless it is suspected of being used by armed Palestinian groups."
13,no,sentence_end,short,True,"...n is a breakdown in civil order,"" adds Mr Lazzarini. ""Virtually all infrastructure including water and electricity have been badly damaged, so basic public services in Gaza are not available any more.",,And the situation is deter,"""
Cogat officials have disputed the scale of Gaza's humanitarian crisis and they told me Israel does not target civilians or public infrastructure, unless it is suspected of being used by armed Palestinian groups."
13,no,sentence_end,short,False,"...n is a breakdown in civil order,"" adds Mr Lazzarini. ""Virtually all infrastructure including water and electricity have been badly damaged, so basic public services in Gaza are not available any more.",,The situation for the population,"""
Cogat officials have disputed the scale of Gaza's humanitarian crisis and they told me Israel does not target civilians or public infrastructure, unless it is suspected of being used by armed Palestinian groups."
13,no,sentence_end,medium,True,"...n is a breakdown in civil order,"" adds Mr Lazzarini. ""Virtually all infrastructure including water and electricity have been badly damaged, so basic public services in Gaza are not available any more.",,And the situation is deteriorating day by day.,"""
Cogat officials have disputed the scale of Gaza's humanitarian crisis and they told me Israel does not target civilians or public infrastructure, unless it is suspected of being used by armed Palestinian groups."
13,no,sentence_end,medium,False,"...n is a breakdown in civil order,"" adds Mr Lazzarini. ""Virtually all infrastructure including water and electricity have been badly damaged, so basic public services in Gaza are not available any more.",,"The situation for the population is becoming increasingly desperate.""

The EU has pledged €1","""
Cogat officials have disputed the scale of Gaza's humanitarian crisis and they told me Israel does not target civilians or public infrastructure, unless it is suspected of being used by armed Palestinian groups."
13,no,sentence_end,long,True,"...n is a breakdown in civil order,"" adds Mr Lazzarini. ""Virtually all infrastructure including water and electricity have been badly damaged, so basic public services in Gaza are not available any more.",,"People cannot get clean drinking water, sanitation facilities don't work properly, hospitals are struggling to cope with casualties and power cuts mean medical equipment doesn't function. And the situation is deteriorating fast.""

The UN's","""
Cogat officials have disputed the scale of Gaza's humanitarian crisis and they told me Israel does not target civilians or public infrastructure, unless it is suspected of being used by armed Palestinian groups."
13,no,sentence_end,long,False,"...n is a breakdown in civil order,"" adds Mr Lazzarini. ""Virtually all infrastructure including water and electricity have been badly damaged, so basic public services in Gaza are not available any more.",,"The situation is extremely serious.""

The UN has called for an immediate ceasefire to allow humanitarian aid into the area. But Israel says it will only consider such a move once Hamas militants stop firing rockets from Gaza into","""
Cogat officials have disputed the scale of Gaza's humanitarian crisis and they told me Israel does not target civilians or public infrastructure, unless it is suspected of being used by armed Palestinian groups."
13,short,sentence_middle,short,True,"...pted. Finally, there's my younger brother, who is in the seventh grade. He was studying in the UN school. Nothing is left of it.""
Like any society, Gaza's future is its children. But here, they're dis","""There are today more than half a million children in the primary and secondary school system. How will they go back if you cannot bring people back to their homes which have been completely destroyed...",proportionately affected,"proportionately victims of war and, says the UN, may lose out completely on what should be rightfully theirs
Phillippe Lazzarini is the Commissioner General for UNRWA - the UN agency with specific responsibility for Palestinian refugees. He's just returned from his fourth visit to Gaza since the start of the war."
13,short,sentence_middle,short,False,"...pted. Finally, there's my younger brother, who is in the seventh grade. He was studying in the UN school. Nothing is left of it.""
Like any society, Gaza's future is its children. But here, they're dis","""There are today more than half a million children in the primary and secondary school system. How will they go back if you cannot bring people back to their homes which have been completely destroyed...",proportionately affected,"proportionately victims of war and, says the UN, may lose out completely on what should be rightfully theirs
Phillippe Lazzarini is the Commissioner General for UNRWA - the UN agency with specific responsibility for Palestinian refugees. He's just returned from his fourth visit to Gaza since the start of the war."
13,short,sentence_middle,medium,True,"...pted. Finally, there's my younger brother, who is in the seventh grade. He was studying in the UN school. Nothing is left of it.""
Like any society, Gaza's future is its children. But here, they're dis","""There are today more than half a million children in the primary and secondary school system. How will they go back if you cannot bring people back to their homes which have been completely destroyed...",proportionately affected by conflict.,"proportionately victims of war and, says the UN, may lose out completely on what should be rightfully theirs
Phillippe Lazzarini is the Commissioner General for UNRWA - the UN agency with specific responsibility for Palestinian refugees. He's just returned from his fourth visit to Gaza since the start of the war."
